Governor ID,T4 Kills,T5 Kills,Deads,Power
64209971.0,705156.0,3109145.0,1230234.0,66696371.0
63122485.0,0.0,0.0,0.0,51641787.0
78025780.0,529.0,57578.0,0.0,42975816.0
59010105.0,6167725.0,15549709.0,1912681.0,90772649.0
34522175.0,2489882.0,9242111.0,394777.0,81054951.0
23458879.0,112560.0,369860.0,421514.0,35549545.0
56316995.0,1621540.0,7081336.0,542194.0,62841052.0
62080073.0,5945529.0,21902426.0,1981503.0,80910474.0
91393098.0,594547.0,1476104.0,1496848.0,76391983.0
34358347.0,159007.0,548382.0,48791.0,68448321.0
96257100.0,614833.0,2855013.0,2209802.0,74410121.0
71224394.0,653740.0,115979.0,0.0,50754806.0
42331212.0,0.0,0.0,0.0,44462667.0
96566351.0,10574492.0,48905656.0,2526338.0,113046077.0
58053708.0,0.0,0.0,0.0,38959575.0
96253007.0,83007.0,331494.0,308267.0,35961664.0
6845524.0,25189.0,263049.0,0.0,80452122.0
55874646.0,3569330.0,14990578.0,1532358.0,73392846.0
66327642.0,95925.0,721959.0,708840.0,40767208.0
59171934.0,2082338.0,8761632.0,462257.0,78864345.0
52710496.0,0.0,0.0,0.0,46407437.0
96025702.0,223183.0,1182614.0,1008714.0,45747575.0
26877031.0,1147268.0,4685354.0,1556357.0,75656465.0
60732523.0,10590572.0,26544000.0,3283265.0,105260834.0
80854125.0,0.0,0.0,0.0,39567690.0
64525422.0,3751820.0,15398927.0,1666788.0,75817132.0
